,JJ Width (top electrode),X-Coordinate,Y-Coordinate,Conductance (2W) [uS]
625,52,,,
626,60,-25.02,21.475,
627,68,-24.52,21.475,
628,76,-24.02,21.475,
629,84,-23.52,21.475,
630,92,,,
631,100,,,
632,108,-24.52,20.975,
633,116,-24.02,20.975,
634,124,-23.52,20.975,
635,132,-25.52,20.475,
636,140,-25.02,20.475,
637,148,-24.52,20.475,
638,156,-24.02,20.475,
639,164,-23.52,20.475,
640,172,-25.52,19.975,
641,180,,,
642,188,-24.52,19.975,
643,196,-24.02,19.975,
644,204,,,
645,212,-25.52,19.475,
646,220,-25.02,19.475,
647,228,-24.52,19.475,
648,236,-24.02,19.475,
649,244,-23.52,19.475,
650,52,-23.02,21.475,
651,60,-22.52,21.475,
652,68,-22.02,21.475,
653,76,-21.52,21.475,
654,84,-21.02,21.475,
655,92,,,
656,100,-22.52,20.975,
657,108,,,
658,116,-21.52,20.975,
659,124,,,
660,132,-23.02,20.475,
661,140,,,
662,148,-22.02,20.475,
663,156,-21.52,20.475,
664,164,-21.02,20.475,
665,172,-23.02,19.975,
666,180,-22.52,19.975,
667,188,-22.02,19.975,
668,196,-21.52,19.975,
669,204,-21.02,19.975,
670,212,-23.02,19.475,
671,220,-22.52,19.475,
672,228,,,
673,236,-21.52,19.475,
674,244,-21.02,19.475,
675,52,-20.52,21.475,41.0920657
676,60,-20.02,21.475,38.9779903
677,68,-19.52,21.475,49.6895494
678,76,-19.02,21.475,58.213819
679,84,-18.52,21.475,53.083943
680,92,-20.52,20.975,84.9994699
681,100,,,
682,108,-19.52,20.975,94.9096149
683,116,-19.02,20.975,95.1729298
684,124,-18.52,20.975,97.3662733
685,132,-20.52,20.475,117.688857
686,140,-20.02,20.475,109.573923
687,148,-19.52,20.475,116.563381
688,156,-19.02,20.475,57.465089
689,164,-18.52,20.475,9.9E+40
690,172,-20.52,19.975,136.039392
691,180,-20.02,19.975,162.674435
692,188,-19.52,19.975,188.159009
693,196,-19.02,19.975,136.431168
694,204,-18.52,19.975,154.274708
695,212,,,
696,220,-20.02,19.475,187.031539
697,228,-19.52,19.475,220.408093
698,236,-19.02,19.475,210.478614
699,244,,,
700,52,-18.02,21.475,46.6475505
701,60,-17.52,21.475,49.0615847
702,68,-17.02,21.475,39.1347962
703,76,-16.52,21.475,62.6095395
704,84,-16.02,21.475,54.5806723
705,92,-18.02,20.975,94.2336623
706,100,-17.52,20.975,81.1780286
707,108,-17.02,20.975,94.2818082
708,116,-16.52,20.975,115.362605
709,124,,,
710,132,-18.02,20.475,121.568716
711,140,-17.52,20.475,107.40841
712,148,-17.02,20.475,104.56228
713,156,-16.52,20.475,85.077997
714,164,-16.02,20.475,121.419953
715,172,-18.02,19.975,151.169467
716,180,-17.52,19.975,127.229876
717,188,-17.02,19.975,132.922711
718,196,-16.52,19.975,193.820218
719,204,,,
720,212,-18.02,19.475,216.044988
721,220,-17.52,19.475,193.100955
722,228,-17.02,19.475,180.201475
723,236,-16.52,19.475,222.08885
724,244,-16.02,19.475,210.286606
725,52,-15.52,21.475,
726,60,-15.02,21.475,
727,68,-14.52,21.475,
728,76,-14.02,21.475,
729,84,,,
730,92,-15.52,20.975,
731,100,,,
732,108,-14.52,20.975,
733,116,,,
734,124,,,
735,132,-15.52,20.475,
736,140,-15.02,20.475,
737,148,-14.52,20.475,
738,156,-14.02,20.475,
739,164,-13.52,20.475,
740,172,-15.52,19.975,
741,180,,,
742,188,-14.52,19.975,
743,196,-14.02,19.975,
744,204,-13.52,19.975,
745,212,,,
746,220,-15.02,19.475,
747,228,-14.52,19.475,
748,236,,,
749,244,-13.52,19.475,
750,52,-25.52,18.975,47.7261181
751,60,-25.02,18.975,20.2958806
752,68,-24.52,18.975,34.0740026
753,76,-24.02,18.975,79.9951127
754,84,-23.52,18.975,9.9E+40
755,92,-25.52,18.475,86.527362
756,100,-25.02,18.475,66.6911022
757,108,,,
758,116,-24.02,18.475,89.4404936
759,124,-23.52,18.475,87.6470957
760,132,-25.52,17.975,127.436621
761,140,-25.02,17.975,114.682986
762,148,-24.52,17.975,109.717999
763,156,,,
764,164,-23.52,17.975,125.553757
765,172,-25.52,17.475,148.635442
766,180,-25.02,17.475,128.796099
767,188,-24.52,17.475,136.893395
768,196,-24.02,17.475,167.721569
769,204,-23.52,17.475,153.662629
770,212,-25.52,16.975,208.32041
771,220,,,
772,228,-24.52,16.975,161.091501
773,236,,,
774,244,-23.52,16.975,176.040624
775,52,-23.02,18.975,36.8693279
776,60,-22.52,18.975,49.9914816
777,68,-22.02,18.975,37.0209106
778,76,-21.52,18.975,48.5864381
779,84,-21.02,18.975,65.310509
780,92,-23.02,18.475,87.4059533
781,100,-22.52,18.475,85.1844566
782,108,-22.02,18.475,68.5150902
783,116,-21.52,18.475,71.5748078
784,124,-21.02,18.475,94.6787111
785,132,-23.02,17.975,110.134852
786,140,-22.52,17.975,145.752108
787,148,-22.02,17.975,116.936174
788,156,-21.52,17.975,122.078129
789,164,,,
790,172,-23.02,17.475,128.393813
791,180,-22.52,17.475,160.050337
792,188,-22.02,17.475,158.788656
793,196,-21.52,17.475,165.870828
794,204,-21.02,17.475,164.895665
795,212,-23.02,16.975,161.635066
796,220,-22.52,16.975,199.920745
797,228,-22.02,16.975,148.982358
798,236,-21.52,16.975,206.576976
799,244,-21.02,16.975,258.307761
800,52,-20.52,18.975,43.1204047
801,60,-20.02,18.975,44.0548126
802,68,-19.52,18.975,60.7935322
803,76,-19.02,18.975,72.9045412
804,84,-18.52,18.975,60.2388681
805,92,,,
806,100,-20.02,18.475,74.1295317
807,108,-19.52,18.475,76.7715842
808,116,-19.02,18.475,89.9132275
809,124,-18.52,18.475,103.590632
810,132,-20.52,17.975,115.222684
811,140,-20.02,17.975,112.90126
812,148,-19.52,17.975,119.228291
813,156,-19.02,17.975,128.884272
814,164,,,
815,172,-20.52,17.475,133.860958
816,180,-20.02,17.475,136.842338
817,188,-19.52,17.475,149.338475
818,196,-19.02,17.475,149.657917
819,204,-18.52,17.475,151.195694
820,212,-20.52,16.975,152.753212
821,220,-20.02,16.975,164.267413
822,228,-19.52,16.975,200.174258
823,236,-19.02,16.975,90.0832964
824,244,-18.52,16.975,173.01736
825,52,-18.02,18.975,58.1182209
826,60,,,
827,68,-17.02,18.975,20.1276277
828,76,-16.52,18.975,72.3593883
829,84,-16.02,18.975,56.1554063
830,92,-18.02,18.475,85.9915554
831,100,-17.52,18.475,68.4111235
832,108,-17.02,18.475,72.6715588
833,116,-16.52,18.475,9.9E+40
834,124,-16.02,18.475,87.2508624
835,132,-18.02,17.975,155.392376
836,140,-17.52,17.975,115.193312
837,148,,,
838,156,-16.52,17.975,146.304244
839,164,-16.02,17.975,134.337356
840,172,-18.02,17.475,164.671183
841,180,-17.52,17.475,183.476531
842,188,-17.02,17.475,113.144871
843,196,-16.52,17.475,170.08244
844,204,-16.02,17.475,150.957438
845,212,-18.02,16.975,208.194943
846,220,-17.52,16.975,149.410608
847,228,,,
848,236,-16.52,16.975,124.711145
849,244,-16.02,16.975,194.378133
850,52,-15.52,18.975,
851,60,-15.02,18.975,
852,68,-14.52,18.975,
853,76,-14.02,18.975,
854,84,-13.52,18.975,
855,92,-15.52,18.475,
856,100,,,
857,108,-14.52,18.475,
858,116,,,
859,124,-13.52,18.475,
860,132,-15.52,17.975,
861,140,-15.02,17.975,
862,148,-14.52,17.975,
863,156,-14.02,17.975,
864,164,-13.52,17.975,
865,172,-15.52,17.475,
866,180,,,
867,188,-14.52,17.475,
868,196,,,
869,204,-13.52,17.475,
870,212,-15.52,16.975,
871,220,-15.02,16.975,
872,228,-14.52,16.975,
873,236,-14.02,16.975,
874,244,-13.52,16.975,
875,52,-25.52,16.475,59.9089187
876,60,-25.02,16.475,46.9647023
877,68,-24.52,16.475,41.8291401
878,76,-24.02,16.475,70.5522198
879,84,-23.52,16.475,53.610576
880,92,-25.52,15.975,84.9138844
881,100,,,
882,108,-24.52,15.975,78.3529878
883,116,-24.02,15.975,98.5550148
884,124,-23.52,15.975,81.4239412
885,132,-25.52,15.475,116.216453
886,140,-25.02,15.475,101.863347
887,148,-24.52,15.475,109.823562
888,156,-24.02,15.475,9.9E+40
889,164,-23.52,15.475,129.830855
890,172,-25.52,14.975,155.584895
891,180,-25.02,14.975,140.181457
892,188,-24.52,14.975,142.059827
893,196,-24.02,14.975,178.566539
894,204,-23.52,14.975,164.51336
895,212,-25.52,14.475,203.243608
896,220,-25.02,14.475,158.15958
897,228,-24.52,14.475,158.909468
898,236,-24.02,14.475,102.983251
899,244,-23.52,14.475,178.155462
900,52,-23.02,16.475,42.4915409
901,60,,,
902,68,-22.02,16.475,45.3108406
903,76,-21.52,16.475,50.8165036
904,84,-21.02,16.475,85.3753765
905,92,-23.02,15.975,63.4632752
906,100,-22.52,15.975,82.9980101
907,108,-22.02,15.975,74.3997196
908,116,-21.52,15.975,94.5968213
909,124,-21.02,15.975,97.0188141
910,132,-23.02,15.475,103.823751
911,140,-22.52,15.475,105.426056
912,148,-22.02,15.475,96.2648967
913,156,-21.52,15.475,116.075572
914,164,-21.02,15.475,129.375519
915,172,,,
916,180,-22.52,14.975,161.858478
917,188,-22.02,14.975,119.963413
918,196,-21.52,14.975,155.456571
919,204,-21.02,14.975,179.38363
920,212,-23.02,14.475,159.186476
921,220,-22.52,14.475,207.826122
922,228,,,
923,236,-21.52,14.475,158.729027
924,244,-21.02,14.475,205.292549
925,52,-20.52,16.475,3.96090663
926,60,-20.02,16.475,45.6314353
927,68,-19.52,16.475,53.6233328
928,76,-19.02,16.475,61.0578173
929,84,-18.52,16.475,57.0434066
930,92,-20.52,15.975,71.2349312
931,100,-20.02,15.975,74.8141424
932,108,-19.52,15.975,97.8155662
933,116,-19.02,15.975,83.7489871
934,124,-18.52,15.975,84.2102465
935,132,-20.52,15.475,104.996387
936,140,-20.02,15.475,98.5030783
937,148,-19.52,15.475,118.541786
938,156,-19.02,15.475,127.608083
939,164,-18.52,15.475,58.1928749
940,172,-20.52,14.975,142.938806
941,180,-20.02,14.975,144.790746
942,188,-19.52,14.975,156.903738
943,196,-19.02,14.975,172.679578
944,204,-18.52,14.975,183.111312
945,212,-20.52,14.475,160.351286
946,220,-20.02,14.475,158.034586
947,228,-19.52,14.475,197.342792
948,236,-19.02,14.475,171.383125
949,244,-18.52,14.475,169.814516
950,52,,,
951,60,-17.52,16.475,52.1018452
952,68,-17.02,16.475,49.3888234
953,76,-16.52,16.475,86.058776
954,84,-16.02,16.475,66.3555791
955,92,-18.02,15.975,83.918672
956,100,-17.52,15.975,71.8476873
957,108,,,
958,116,-16.52,15.975,106.758885
959,124,-16.02,15.975,95.8411248
960,132,-18.02,15.475,110.715706
961,140,-17.52,15.475,98.1205157
962,148,-17.02,15.475,110.806334
963,156,-16.52,15.475,137.332414
964,164,-16.02,15.475,116.947057
965,172,-18.02,14.975,175.182334
966,180,-17.52,14.975,145.026588
967,188,-17.02,14.975,152.069845
968,196,-16.52,14.975,183.256147
969,204,,,
970,212,-18.02,14.475,249.482577
971,220,-17.52,14.475,171.093409
972,228,-17.02,14.475,160.888989
973,236,-16.52,14.475,182.735048
974,244,-16.02,14.475,174.95233
975,52,-15.52,16.475,27.7933447
976,60,,,
977,68,-14.52,16.475,55.2626686
978,76,,,
979,84,-13.52,16.475,80.477685
980,92,-15.52,15.975,72.0741954
981,100,-15.02,15.975,91.6267033
982,108,-14.52,15.975,77.6777977
983,116,-14.02,15.975,102.938001
984,124,-13.52,15.975,87.578732
985,132,-15.52,15.475,109.05401
986,140,,,
987,148,-14.52,15.475,108.786398
988,156,-14.02,15.475,127.275492
989,164,-13.52,15.475,143.789959
990,172,-15.52,14.975,151.008036
991,180,-15.02,14.975,168.371909
992,188,-14.52,14.975,150.912809
993,196,-14.02,14.975,180.553605
994,204,-13.52,14.975,166.441074
995,212,-15.52,14.475,159.924286
996,220,-15.02,14.475,209.845013
997,228,-14.52,14.475,158.516915
998,236,-14.02,14.475,194.997385
999,244,-13.52,14.475,206.921915
1000,52,-25.52,13.975,
1001,60,,,
1002,68,-24.52,13.975,
1003,76,-24.02,13.975,
1004,84,,,
1005,92,-25.52,13.475,
1006,100,-25.02,13.475,
1007,108,-24.52,13.475,
1008,116,-24.02,13.475,
1009,124,-23.52,13.475,
1010,132,-25.52,12.975,
1011,140,-25.02,12.975,
1012,148,,,
1013,156,-24.02,12.975,
1014,164,-23.52,12.975,
1015,172,-25.52,12.475,
1016,180,-25.02,12.475,
1017,188,-24.52,12.475,
1018,196,,,
1019,204,-23.52,12.475,
1020,212,-25.52,11.975,
1021,220,-25.02,11.975,
1022,228,,,
1023,236,-24.02,11.975,
1024,244,-23.52,11.975,
1025,52,-23.02,13.975,39.0124942
1026,60,-22.52,13.975,56.5961555
1027,68,-22.02,13.975,38.454182
1028,76,-21.52,13.975,3.95977273
1029,84,-21.02,13.975,9.9E+40
1030,92,-23.02,13.475,68.4989535
1031,100,-22.52,13.475,88.4205387
1032,108,,,
1033,116,-21.52,13.475,98.7162971
1034,124,-21.02,13.475,107.134452
1035,132,,,
1036,140,-22.52,12.975,118.062224
1037,148,-22.02,12.975,103.568736
1038,156,-21.52,12.975,104.914036
1039,164,-21.02,12.975,136.354915
1040,172,-23.02,12.475,135.896828
1041,180,-22.52,12.475,151.786918
1042,188,-22.02,12.475,144.000834
1043,196,,,
1044,204,-21.02,12.475,182.303412
1045,212,-23.02,11.975,179.440872
1046,220,-22.52,11.975,205.392263
1047,228,-22.02,11.975,181.638424
1048,236,-21.52,11.975,199.39432
1049,244,-21.02,11.975,221.778467
1050,52,-20.52,13.975,38.8338624
1051,60,-20.02,13.975,44.3804917
1052,68,-19.52,13.975,49.4371883
1053,76,-19.02,13.975,56.8156797
1054,84,-18.52,13.975,55.5775599
1055,92,-20.52,13.475,80.0799432
1056,100,-20.02,13.475,74.780884
1057,108,-19.52,13.475,91.0296713
1058,116,-19.02,13.475,91.2979662
1059,124,,,
1060,132,,,
1061,140,-20.02,12.975,103.893096
1062,148,-19.52,12.975,13.7647855
1063,156,-19.02,12.975,119.450243
1064,164,-18.52,12.975,115.473095
1065,172,,,
1066,180,-20.02,12.475,152.235713
1067,188,-19.52,12.475,169.670983
1068,196,-19.02,12.475,133.94897
1069,204,-18.52,12.475,160.051019
1070,212,-20.52,11.975,171.707089
1071,220,-20.02,11.975,172.659928
1072,228,-19.52,11.975,213.818789
1073,236,-19.02,11.975,224.507741
1074,244,-18.52,11.975,198.423461
1075,52,-18.02,13.975,52.5843054
1076,60,-17.52,13.975,4.45497071
1077,68,-17.02,13.975,35.8015322
1078,76,,,
1079,84,-16.02,13.975,51.6100874
1080,92,-18.02,13.475,97.3918496
1081,100,-17.52,13.475,80.198498
1082,108,-17.02,13.475,76.3813262
1083,116,-16.52,13.475,108.049038
1084,124,,,
1085,132,-18.02,12.975,118.012344
1086,140,-17.52,12.975,100.126447
1087,148,-17.02,12.975,103.722996
1088,156,-16.52,12.975,137.349113
1089,164,-16.02,12.975,123.965992
1090,172,,,
1091,180,-17.52,12.475,133.785651
1092,188,-17.02,12.475,140.361699
1093,196,-16.52,12.475,188.379091
1094,204,-16.02,12.475,136.92469
1095,212,-18.02,11.975,191.018026
1096,220,-17.52,11.975,187.535027
1097,228,,,
1098,236,-16.52,11.975,231.62329
1099,244,-16.02,11.975,202.063799
1100,52,-15.52,13.975,41.6938027
1101,60,,,
1102,68,-14.52,13.975,46.3115289
1103,76,-14.02,13.975,68.0082974
1104,84,-13.52,13.975,56.6843244
1105,92,-15.52,13.475,77.3472441
1106,100,-15.02,13.475,87.6521958
1107,108,-14.52,13.475,79.3441434
1108,116,-14.02,13.475,109.229517
1109,124,-13.52,13.475,110.968057
1110,132,-15.52,12.975,106.313483
1111,140,-15.02,12.975,120.486432
1112,148,-14.52,12.975,111.441896
1113,156,-14.02,12.975,121.753561
1114,164,-13.52,12.975,125.859887
1115,172,-15.52,12.475,141.615815
1116,180,-15.02,12.475,160.251988
1117,188,-14.52,12.475,138.6499
1118,196,-14.02,12.475,160.082824
1119,204,-13.52,12.475,167.981641
1120,212,-15.52,11.975,183.601606
1121,220,-15.02,11.975,204.677052
1122,228,-14.52,11.975,182.186534
1123,236,-14.02,11.975,203.34143
1124,244,-13.52,11.975,196.243313
1125,52,-25.52,11.475,
1126,60,-25.02,11.475,
1127,68,-24.52,11.475,
1128,76,-24.02,11.475,
1129,84,-23.52,11.475,
1130,92,-25.52,10.975,
1131,100,-25.02,10.975,
1132,108,,,
1133,116,,,
1134,124,-23.52,10.975,
1135,132,-25.52,10.475,
1136,140,-25.02,10.475,
1137,148,-24.52,10.475,
1138,156,-24.02,10.475,
1139,164,,,
1140,172,,,
1141,180,,,
1142,188,-24.52,9.975,
1143,196,-24.02,9.975,
1144,204,-23.52,9.975,
1145,212,,,
1146,220,-25.02,9.475,
1147,228,-24.52,9.475,
1148,236,-24.02,9.475,
1149,244,-23.52,9.475,
1150,52,-23.02,11.475,35.8939376
1151,60,-22.52,11.475,50.1585488
1152,68,-22.02,11.475,39.1562794
1153,76,-21.52,11.475,56.6739271
1154,84,,,
1155,92,-23.02,10.975,72.9299954
1156,100,-22.52,10.975,82.6374523
1157,108,-22.02,10.975,9.9E+40
1158,116,-21.52,10.975,88.4393863
1159,124,-21.02,10.975,95.0908318
1160,132,-23.02,10.475,113.553355
1161,140,-22.52,10.475,134.479637
1162,148,-22.02,10.475,119.257552
1163,156,-21.52,10.475,128.097422
1164,164,-21.02,10.475,147.091312
1165,172,-23.02,9.975,148.774717
1166,180,-22.52,9.975,154.792198
1167,188,-22.02,9.975,68.9181374
1168,196,-21.52,9.975,154.529992
1169,204,,,
1170,212,-23.02,9.475,186.948409
1171,220,-22.52,9.475,203.458238
1172,228,-22.02,9.475,166.175476
1173,236,-21.52,9.475,182.806616
1174,244,-21.02,9.475,218.894975
1175,52,,,
1176,60,-20.02,11.475,35.1671567
1177,68,-19.52,11.475,49.3608789
1178,76,-19.02,11.475,58.8335339
1179,84,-18.52,11.475,72.5080497
1180,92,-20.52,10.975,76.1387975
1181,100,-20.02,10.975,77.1557878
1182,108,-19.52,10.975,79.8277774
1183,116,-19.02,10.975,89.0440076
1184,124,-18.52,10.975,85.4464385
1185,132,-20.52,10.475,109.921399
1186,140,-20.02,10.475,105.821516
1187,148,-19.52,10.475,123.224662
1188,156,-19.02,10.475,124.185775
1189,164,-18.52,10.475,129.081698
1190,172,-20.52,9.975,134.551155
1191,180,-20.02,9.975,145.284972
1192,188,-19.52,9.975,149.814042
1193,196,-19.02,9.975,152.706669
1194,204,-18.52,9.975,159.854438
1195,212,-20.52,9.475,156.36276
1196,220,-20.02,9.475,171.092437
1197,228,-19.52,9.475,202.009589
1198,236,-19.02,9.475,190.07051
1199,244,-18.52,9.475,185.442252
1200,52,-18.02,11.475,
1201,60,-17.52,11.475,
1202,68,-17.02,11.475,
1203,76,-16.52,11.475,
1204,84,-16.02,11.475,
1205,92,-18.02,10.975,
1206,100,,,
1207,108,-17.02,10.975,
1208,116,-16.52,10.975,
1209,124,-16.02,10.975,
1210,132,-18.02,10.475,
1211,140,-17.52,10.475,
1212,148,-17.02,10.475,
1213,156,,,
1214,164,-16.02,10.475,
1215,172,-18.02,9.975,
1216,180,-17.52,9.975,
1217,188,,,
1218,196,-16.52,9.975,
1219,204,,,
1220,212,-18.02,9.475,
1221,220,-17.52,9.475,
1222,228,-17.02,9.475,
1223,236,-16.52,9.475,
1224,244,-16.02,9.475,
1225,52,-15.52,11.475,
1226,60,-15.02,11.475,
1227,68,-14.52,11.475,
1228,76,,,
1229,84,-13.52,11.475,
1230,92,-15.52,10.975,
1231,100,-15.02,10.975,
1232,108,-14.52,10.975,
1233,116,-14.02,10.975,
1234,124,-13.52,10.975,
1235,132,,,
1236,140,-15.02,10.475,
1237,148,-14.52,10.475,
1238,156,-14.02,10.475,
1239,164,-13.52,10.475,
1240,172,-15.52,9.975,
1241,180,,,
1242,188,-14.52,9.975,
1243,196,,,
1244,204,,,
1245,212,-15.52,9.475,
1246,220,-15.02,9.475,
1247,228,-14.52,9.475,
1248,236,-14.02,9.475,
1249,244,,,
1875,52,,,
1876,60,-11.94,21.475,
1877,68,-11.44,21.475,
1878,76,-10.94,21.475,
1879,84,-10.44,21.475,
1880,92,,,
1881,100,,,
1882,108,-11.44,20.975,
1883,116,-10.94,20.975,
1884,124,-10.44,20.975,
1885,132,-12.44,20.475,
1886,140,-11.94,20.475,
1887,148,-11.44,20.475,
1888,156,-10.94,20.475,
1889,164,-10.44,20.475,
1890,172,-12.44,19.975,
1891,180,,,
1892,188,-11.44,19.975,
1893,196,-10.94,19.975,
1894,204,,,
1895,212,-12.44,19.475,
1896,220,-11.94,19.475,
1897,228,-11.44,19.475,
1898,236,-10.94,19.475,
1899,244,-10.44,19.475,
1900,52,-9.94,21.475,
1901,60,-9.44,21.475,
1902,68,-8.94,21.475,
1903,76,-8.44,21.475,
1904,84,-7.94,21.475,
1905,92,,,
1906,100,-9.44,20.975,
1907,108,,,
1908,116,-8.44,20.975,
1909,124,,,
1910,132,-9.94,20.475,
1911,140,,,
1912,148,-8.94,20.475,
1913,156,-8.44,20.475,
1914,164,-7.94,20.475,
1915,172,-9.94,19.975,
1916,180,-9.44,19.975,
1917,188,-8.94,19.975,
1918,196,-8.44,19.975,
1919,204,-7.94,19.975,
1920,212,-9.94,19.475,
1921,220,-9.44,19.475,
1922,228,,,
1923,236,-8.44,19.475,
1924,244,-7.94,19.475,
1925,52,-7.44,21.475,52.2739416
1926,60,-6.94,21.475,53.9283274
1927,68,-6.44,21.475,34.5604192
1928,76,-5.94,21.475,67.1938317
1929,84,-5.44,21.475,72.0861245
1930,92,-7.44,20.975,84.2774951
1931,100,,,
1932,108,-6.44,20.975,109.520411
1933,116,-5.94,20.975,101.46439
1934,124,-5.44,20.975,103.432093
1935,132,-7.44,20.475,111.939657
1936,140,-6.94,20.475,109.521413
1937,148,-6.44,20.475,126.961726
1938,156,-5.94,20.475,123.561808
1939,164,-5.44,20.475,9.9E+40
1940,172,-7.44,19.975,143.803716
1941,180,-6.94,19.975,143.314972
1942,188,-6.44,19.975,175.183157
1943,196,-5.94,19.975,143.98119
1944,204,-5.44,19.975,157.82003
1945,212,,,
1946,220,-6.94,19.475,188.042599
1947,228,-6.44,19.475,216.218803
1948,236,-5.94,19.475,215.19176
1949,244,,,
1950,52,-4.94,21.475,63.4100786
1951,60,-4.44,21.475,27.2309488
1952,68,-3.94,21.475,3.96151921
1953,76,-3.44,21.475,76.578594
1954,84,-2.94,21.475,77.3349099
1955,92,-4.94,20.975,114.090678
1956,100,-4.44,20.975,90.5441826
1957,108,-3.94,20.975,86.9177437
1958,116,-3.44,20.975,60.7599358
1959,124,,,
1960,132,-4.94,20.475,131.254545
1961,140,-4.44,20.475,111.715277
1962,148,-3.94,20.475,116.662335
1963,156,-3.44,20.475,144.061746
1964,164,-2.94,20.475,135.444374
1965,172,-4.94,19.975,156.377936
1966,180,-4.44,19.975,140.563372
1967,188,-3.94,19.975,158.78548
1968,196,-3.44,19.975,167.417759
1969,204,,,
1970,212,-4.94,19.475,216.365051
1971,220,-4.44,19.475,204.340616
1972,228,-3.94,19.475,195.948436
1973,236,-3.44,19.475,242.746997
1974,244,-2.94,19.475,207.595424
1975,52,-2.44,21.475,
1976,60,-1.94,21.475,
1977,68,-1.44,21.475,
1978,76,-0.94,21.475,
1979,84,,,
1980,92,-2.44,20.975,
1981,100,,,
1982,108,-1.44,20.975,
1983,116,,,
1984,124,,,
1985,132,-2.44,20.475,
1986,140,-1.94,20.475,
1987,148,-1.44,20.475,
1988,156,-0.94,20.475,
1989,164,-0.44,20.475,
1990,172,-2.44,19.975,
1991,180,,,
1992,188,-1.44,19.975,
1993,196,-0.94,19.975,
1994,204,-0.44,19.975,
1995,212,,,
1996,220,-1.94,19.475,
1997,228,-1.44,19.475,
1998,236,,,
1999,244,-0.44,19.475,
2000,52,-12.44,18.975,59.7311477
2001,60,-11.94,18.975,47.6476553
2002,68,-11.44,18.975,48.0375083
2003,76,-10.94,18.975,79.1524667
2004,84,-10.44,18.975,9.9E+40
2005,92,-12.44,18.475,93.3068359
2006,100,-11.94,18.475,72.2771913
2007,108,,,
2008,116,-10.94,18.475,107.497063
2009,124,-10.44,18.475,93.6988471
2010,132,-12.44,17.975,133.661099
2011,140,-11.94,17.975,114.039092
2012,148,-11.44,17.975,120.267044
2013,156,,,
2014,164,-10.44,17.975,151.072867
2015,172,-12.44,17.475,163.930613
2016,180,-11.94,17.475,144.469465
2017,188,-11.44,17.475,138.803919
2018,196,-10.94,17.475,180.964277
2019,204,-10.44,17.475,172.527251
2020,212,-12.44,16.975,211.129119
2021,220,,,
2022,228,-11.44,16.975,169.618375
2023,236,,,
2024,244,-10.44,16.975,188.88757
2025,52,-9.94,18.975,51.2006131
2026,60,-9.44,18.975,64.1022303
2027,68,-8.94,18.975,55.5923403
2028,76,-8.44,18.975,66.9466973
2029,84,-7.94,18.975,78.5948975
2030,92,-9.94,18.475,91.1086209
2031,100,-9.44,18.475,91.7444986
2032,108,-8.94,18.475,74.7579399
2033,116,-8.44,18.475,103.159709
2034,124,-7.94,18.475,96.7506285
2035,132,-9.94,17.975,120.807516
2036,140,-9.44,17.975,142.225933
2037,148,-8.94,17.975,132.93341
2038,156,-8.44,17.975,142.483798
2039,164,,,
2040,172,-9.94,17.475,75.6402717
2041,180,-9.44,17.475,171.064103
2042,188,-8.94,17.475,154.838436
2043,196,-8.44,17.475,160.385341
2044,204,-7.94,17.475,203.331453
2045,212,-9.94,16.975,195.99325
2046,220,-9.44,16.975,212.085484
2047,228,-8.94,16.975,166.879609
2048,236,-8.44,16.975,189.557891
2049,244,-7.94,16.975,223.1991
2050,52,-7.44,18.975,54.712357
2051,60,-6.94,18.975,52.9306166
2052,68,-6.44,18.975,60.1334576
2053,76,-5.94,18.975,69.5391524
2054,84,-5.44,18.975,62.9197502
2055,92,,,
2056,100,-6.94,18.475,78.1428527
2057,108,-6.44,18.475,92.9693258
2058,116,-5.94,18.475,93.844442
2059,124,-5.44,18.475,99.425727
2060,132,-7.44,17.975,114.96035
2061,140,-6.94,17.975,117.12461
2062,148,-6.44,17.975,147.193962
2063,156,-5.94,17.975,139.337143
2064,164,,,
2065,172,-7.44,17.475,141.606485
2066,180,-6.94,17.475,140.4298
2067,188,-6.44,17.475,172.713298
2068,196,-5.94,17.475,161.320068
2069,204,-5.44,17.475,172.501571
2070,212,-7.44,16.975,190.100673
2071,220,-6.94,16.975,175.070093
2072,228,-6.44,16.975,189.269567
2073,236,-5.94,16.975,184.563829
2074,244,-5.44,16.975,201.694861
2075,52,-4.94,18.975,34.4059856
2076,60,,,
2077,68,-3.94,18.975,49.4533767
2078,76,-3.44,18.975,82.4051312
2079,84,-2.94,18.975,33.8164938
2080,92,-4.94,18.475,89.0681985
2081,100,-4.44,18.475,83.6889092
2082,108,-3.94,18.475,80.4729789
2083,116,-3.44,18.475,9.9E+40
2084,124,-2.94,18.475,95.9494039
2085,132,-4.94,17.975,136.427066
2086,140,-4.44,17.975,126.945407
2087,148,,,
2088,156,-3.44,17.975,161.3538
2089,164,-2.94,17.975,155.410643
2090,172,-4.94,17.475,162.319396
2091,180,-4.44,17.475,141.411447
2092,188,-3.94,17.475,168.255511
2093,196,-3.44,17.475,165.385173
2094,204,-2.94,17.475,170.433353
2095,212,-4.94,16.975,212.545614
2096,220,-4.44,16.975,149.562999
2097,228,,,
2098,236,-3.44,16.975,226.59602
2099,244,-2.94,16.975,200.580178
2100,52,-2.44,18.975,
2101,60,-1.94,18.975,
2102,68,-1.44,18.975,
2103,76,-0.94,18.975,
2104,84,-0.44,18.975,
2105,92,-2.44,18.475,
